Invoice_ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating;;;;;;;;;;;;;;;;;;
75016718428,2,2,1,74.69,7,261415,5489715,152019,0,547222222222222,522.83,261415,9.1;;;;;;Invoice_ID;Branch;Customer type;1;Unit price;Quantity;Tax 5%;Total;Date;Time;cogs;gross income;Rating
33919618318,1,2,2,81.31,7,284585,5976285,312019,0,825694444444444,569.17,284585,6.3;;;;;;55018418664;2;1;2;85.91;5;214.775;4.510.275;3222019;14:33;429.55;214.775;8.6
45816110011,2,1,2,60.3,4,12.06,253.26,2202019,0,779861111111111,241.2,12.06,5.8;;;;;;33919618318;1;2;2;81.31;7;284.585;5.976.285;312019;19:49;569.17;284.585;6.3
59213416155,2,1,1,31.77,4,6354,133434,1142019,0,613194444444444,127.08,6354,6.2;;;;;;45816110011;2;1;2;60.3;4;12.06;253.26;2202019;18:43;241.2;12.06;5.8
79718810493,3,1,2,64.27,4,12854,269934,3262019,0,579166666666667,257.08,12854,7.7;;;;;;59213416155;2;1;1;31.77;4;6.354;133.434;1142019;14:43;127.08;6.354;6.2
20717311363,1,1,2,69.51,2,6951,145971,312019,0,510416666666667,139.02,6951,8.1;;;;;;79718810493;3;1;2;64.27;4;12.854;269.934;3262019;13:54;257.08;12.854;7.7
39013116381,2,1,1,27.22,3,4083,85743,172019,0,525694444444444,81.66,4083,7.3;;;;;;20717311363;1;1;2;69.51;2;6.951;145.971;312019;12:15;139.02;6.951;8.1
44318210585,3,2,1,77.68,4,15536,326256,212019,0,829166666666667,310.72,15536,8.4;;;;;;39013116381;2;1;1;27.22;3;4.083;85.743;172019;12:37;81.66;4.083;7.3
33911817061,1,2,1,92.98,2,9298,195258,2132019,0,629166666666667,185.96,9298,8;;;;;;44318210585;3;2;1;77.68;4;15.536;326.256;212019;19:54;310.72;15.536;8.4
35919013665,3,2,2,18.08,4,3616,75936,1142019,0,752083333333333,72.32,3616,9.5;;;;;;33911817061;1;2;1;92.98;2;9.298;195.258;2132019;15:06;185.96;9.298;8
37517213056,2,1,2,63.06,3,9459,198639,1192019,0,665277777777778,189.18,9459,7;;;;;;35919013665;3;2;2;18.08;4;3.616;75.936;1142019;18:03;72.32;3.616;9.5
12714716963,2,1,1,51.71,4,10342,217182,392019,0,578472222222222,206.84,10342,9.8;;;;;;37517213056;2;1;2;63.06;3;9.459;198.639;1192019;15:58;189.18;9.459;7
27818612735,1,1,1,52.34,3,7851,164871,3272019,0,585416666666667,157.02,7851,9.2;;;;;;12714716963;2;1;1;51.71;4;10.342;217.182;392019;13:53;206.84;10.342;9.8
69512816250,1,1,2,43.06,5,10765,226065,242019,0,693055555555556,215.3,10765,7.7;;;;;;27818612735;1;1;1;52.34;3;7.851;164.871;3272019;14:03;157.02;7.851;9.2
37911716588,1,1,2,59.61,10,29805,625905,3142019,0,463194444444444,596.1,29805,5.3;;;;;;69512816250;1;1;2;43.06;5;10.765;226.065;242019;16:38;215.3;10.765;7.7
22715013718,3,1,2,14.62,5,3655,76755,342019,0,515972222222222,73.1,3655,4.4;;;;;;37911716588;1;1;2;59.61;10;29.805;625.905;3142019;11:07;596.1;29.805;5.3
30211512162,1,2,1,46.53,6,13959,293139,332019,0,454166666666667,279.18,13959,4.3;;;;;;22715013718;3;1;2;14.62;5;3.655;76.755;342019;12:23;73.1;3.655;4.4
78810718452,3,2,1,24.24,7,8484,178164,1272019,0,734722222222222,169.68,8484,9.4;;;;;;30211512162;1;2;1;46.53;6;13.959;293.139;332019;10:54;279.18;13.959;4.3
56014916611,3,2,1,45.58,1,2279,47859,272019,0,592361111111111,45.58,2279,9.8;;;;;;78810718452;3;2;1;24.24;7;8.484;178.164;1272019;17:38;169.68;8.484;9.4
88013510356,1,2,2,75.2,3,11.28,236.88,252019,0,49375,225.6,11.28,4.8;;;;;;56014916611;3;2;1;45.58;1;2.279;47.859;272019;14:13;45.58;2.279;9.8
58511116748,1,2,2,96.8,3,14.52,304.92,3152019,0,545138888888889,290.4,14.52,5.3;;;;;;88013510356;1;2;2;75.2;3;11.28;236.88;252019;11:51;225.6;11.28;4.8
47013113286,2,1,2,14.82,3,2223,46683,312019,0,479166666666667,44.46,2223,8.7;;;;;;58511116748;1;2;2;96.8;3;14.52;304.92;3152019;13:05;290.4;14.52;5.3
15216812907,2,1,1,52.2,3,7.83,164.43,2152019,0,5625,156.6,7.83,9.5;;;;;;47013113286;2;1;2;14.82;3;2.223;46.683;312019;11:30;44.46;2.223;8.7
12313514896,1,1,1,46.66,9,20997,440937,2172019,0,799305555555556,419.94,20997,5.3;;;;;;15216812907;2;1;1;52.2;3;7.83;164.43;2152019;13:30;156.6;7.83;9.5
25816917810,3,1,1,36.85,5,92125,1934625,1262019,0,786805555555556,184.25,92125,9.2;;;;;;12313514896;1;1;1;46.66;9;20.997;440.937;2172019;19:11;419.94;20.997;5.3
33416412006,3,2,2,70.32,2,7032,147672,3242019,0,598611111111111,140.64,7032,9.6;;;;;;25816917810;3;1;1;36.85;5;92.125;1.934.625;1262019;18:53;184.25;92.125;9.2
21916114139,1,1,1,83.08,1,4154,87234,1232019,0,719444444444444,83.08,4154,6.4;;;;;;33416412006;3;2;2;70.32;2;7.032;147.672;3242019;14:22;140.64;7.032;9.6
88114117302,3,1,2,64.99,1,32495,682395,1262019,0,420833333333333,64.99,32495,4.5;;;;;;21916114139;1;1;1;83.08;1;4.154;87.234;1232019;17:16;83.08;4.154;6.4
37310914567,3,1,1,77.56,10,38.78,814.38,3142019,0,857638888888889,775.6,38.78,6.9;;;;;;88114117302;3;1;2;64.99;1;32.495;682.395;1262019;10:06;64.99;32.495;4.5
64213016693,3,1,1,54.51,6,16353,343413,3172019,0,579166666666667,327.06,16353,7.8;;;;;;37310914567;3;1;1;77.56;10;38.78;814.38;3142019;20:35;775.6;38.78;6.9
48412218230,2,2,2,51.89,7,181615,3813915,182019,0,838888888888889,363.23,181615,4.5;;;;;;64213016693;3;1;1;54.51;6;16.353;343.413;3172019;13:54;327.06;16.353;7.8
83015812383,3,1,1,31.75,4,6.35,133.35,282019,0,643055555555556,127,6.35,8.6;;;;;;48412218230;2;2;2;51.89;7;181.615;3.813.915;182019;20:08;363.23;181.615;4.5
55919819873,2,2,1,53.65,7,187775,3943275,2102019,0,538888888888889,375.55,187775,5.2;;;;;;83015812383;3;1;1;31.75;4;6.35;133.35;282019;15:26;127;6.35;8.6
54413215024,1,2,2,49.79,4,9958,209118,3282019,0,802777777777778,199.16,9958,6.4;;;;;;55919819873;2;2;1;53.65;7;187.775;3.943.275;2102019;12:56;375.55;187.775;5.2
31811210304,3,1,2,30.61,1,15305,321405,1232019,0,513888888888889,30.61,15305,5.2;;;;;;54413215024;1;2;2;49.79;4;9.958;209.118;3282019;19:16;199.16;9.958;6.4
34919718902,1,2,1,57.89,2,5789,121569,1172019,0,442361111111111,115.78,5789,8.9;;;;;;31811210304;3;1;2;30.61;1;15.305;321.405;1232019;12:20;30.61;15.305;5.2
42119519805,2,1,1,28.96,1,1448,30408,272019,0,429166666666667,28.96,1448,6.2;;;;;;34919718902;1;2;1;57.89;2;5.789;121.569;1172019;10:37;115.78;5.789;8.9
27713515865,1,2,2,98.97,9,445365,9352665,392019,0,474305555555556,890.73,445365,6.7;;;;;;42119519805;2;1;1;28.96;1;1.448;30.408;272019;10:18;28.96;1.448;6.2
78912318625,3,2,2,93.22,3,13983,293643,1242019,0,489583333333333,279.66,13983,7.2;;;;;;27713515865;1;2;2;98.97;9;445.365;9.352.665;392019;11:23;890.73;445.365;6.7
28415414231,2,2,2,80.93,1,40465,849765,1192019,0,672222222222222,80.93,40465,9;;;;;;78912318625;3;2;2;93.22;3;13.983;293.643;1242019;11:45;279.66;13.983;7.2
44315910061,3,2,1,67.45,10,33725,708225,232019,0,475694444444444,674.5,33725,4.2;;;;;;28415414231;2;2;2;80.93;1;40.465;849.765;1192019;16:08;80.93;40.465;9
50912913912,1,2,2,38.72,9,17424,365904,3202019,0,516666666666667,348.48,17424,4.2;;;;;;44315910061;3;2;1;67.45;10;33.725;708.225;232019;11:25;674.5;33.725;4.2
32714019673,1,2,2,72.6,6,21.78,457.38,1132019,0,827083333333333,435.6,21.78,6.9;;;;;;50912913912;1;2;2;38.72;9;17.424;365.904;3202019;12:24;348.48;17.424;4.2
84011912096,2,2,2,87.91,5,219775,4615275,3142019,0,756944444444445,439.55,219775,4.4;;;;;;32714019673;1;2;2;72.6;6;21.78;457.38;1132019;19:51;435.6;21.78;6.9
82814616863,3,2,1,98.53,6,29559,620739,1232019,0,473611111111111,591.18,29559,4;;;;;;84011912096;2;2;2;87.91;5;219.775;4.615.275;3142019;18:10;439.55;219.775;4.4
64119613695,1,2,1,43.46,6,13038,273798,272019,0,746527777777778,260.76,13038,8.5;;;;;;82814616863;3;2;1;98.53;6;29.559;620.739;1232019;11:22;591.18;29.559;4
42019713340,3,1,1,71.68,3,10752,225792,3282019,0,645833333333333,215.04,10752,9.2;;;;;;64119613695;1;2;1;43.46;6;13.038;273.798;272019;17:55;260.76;13.038;8.5
43615414512,1,2,1,91.61,1,45805,961905,3202019,0,822222222222222,91.61,45805,9.8;;;;;;42019713340;3;1;1;71.68;3;10.752;225.792;3282019;15:30;215.04;10.752;9.2
67017916321,1,2,1,94.59,7,331065,6952365,1172019,0,64375,662.13,331065,4.9;;;;;;43615414512;1;2;1;91.61;1;45.805;961.905;3202019;19:44;91.61;45.805;9.8
85216217105,2,1,2,83.25,10,41625,874125,1122019,0,475694444444444,832.5,41625,4.4;;;;;;67017916321;1;2;1;94.59;7;331.065;6.952.365;1172019;15:27;662.13;331.065;4.9
59810617312,2,2,1,91.35,1,45675,959175,2162019,0,654166666666667,91.35,45675,6.8;;;;;;85216217105;2;1;2;83.25;10;41.625;874.125;1122019;11:25;832.5;41.625;4.4
13511318269,2,2,2,78.88,2,7888,165648,1262019,0,669444444444444,157.76,7888,9.1;;;;;;59810617312;2;2;1;91.35;1;45.675;959.175;2162019;15:42;91.35;45.675;6.8
81615712053,2,1,2,60.87,2,6087,127827,392019,0,525694444444444,121.74,6087,8.7;;;;;;13511318269;2;2;2;78.88;2;7.888;165.648;1262019;16:04;157.76;7.888;9.1
62819018624,1,2,2,82.58,10,41.29,867.09,3142019,0,611805555555556,825.8,41.29,5;;;;;;81615712053;2;1;2;60.87;2;6.087;127.827;392019;12:37;121.74;6.087;8.7
85616612701,2,2,1,53.3,3,7995,167895,1252019,0,596527777777778,159.9,7995,7.5;;;;;;62819018624;1;2;2;82.58;10;41.29;867.09;3142019;14:41;825.8;41.29;5
30813911707,1,1,2,12.09,1,0.6045,126945,1262019,0,763194444444444,12.09,0.6045,8.2;;;;;;85616612701;2;2;1;53.3;3;7.995;167.895;1252019;14:19;159.9;7.995;7.5
14916111929,1,1,2,64.19,10,32095,673995,1192019,0,588888888888889,641.9,32095,6.7;;;;;;30813911707;1;1;2;12.09;1;0.6045;126.945;1262019;18:19;12.09;0.6045;8.2
65510712265,1,1,2,78.31,3,117465,2466765,352019,0,693055555555556,234.93,117465,5.4;;;;;;14916111929;1;1;2;64.19;10;32.095;673.995;1192019;14:08;641.9;32.095;6.7
58910218023,1,2,2,83.77,2,8377,175917,1152019,0,454166666666667,167.54,8377,7;;;;;;65510712265;1;1;2;78.31;3;117.465;2.466.765;352019;16:38;234.93;117.465;5.4
42010417590,1,1,2,99.7,3,14955,314055,3182019,0,478472222222222,299.1,14955,4.7;;;;;;58910218023;1;2;2;83.77;2;8.377;175.917;1152019;10:54;167.54;8.377;7
18218812763,2,2,2,79.91,3,119865,2517165,3202019,0,811111111111111,239.73,119865,5;;;;;;42010417590;1;1;2;99.7;3;14.955;314.055;3182019;11:29;299.1;14.955;4.7
18815510967,2,2,2,66.47,10,33235,697935,1152019,0,625694444444444,664.7,33235,5;;;;;;18218812763;2;2;2;79.91;3;119.865;2.517.165;3202019;19:28;239.73;119.865;5
61014614100,2,1,1,28.95,7,101325,2127825,332019,0,854861111111111,202.65,101325,6;;;;;;18815510967;2;2;2;66.47;10;33.235;697.935;1152019;15:01;664.7;33.235;5
31818112368,1,1,1,46.2,1,2.31,48.51,3192019,0,511111111111111,46.2,2.31,6.3;;;;;;61014614100;2;1;1;28.95;7;101.325;2.127.825;332019;20:31;202.65;101.325;6
36413318584,3,2,2,17.63,5,44075,925575,382019,0,64375,88.15,44075,8.5;;;;;;31818112368;1;1;1;46.2;1;2.31;48.51;3192019;12:16;46.2;2.31;6.3
66516319737,2,1,1,52.42,3,7863,165123,2272019,0,733333333333333,157.26,7863,7.5;;;;;;36413318584;3;2;2;17.63;5;44.075;925.575;382019;15:27;88.15;44.075;8.5
69510915146,2,2,1,98.79,3,148185,3111885,2232019,0,833333333333333,296.37,148185,6.4;;;;;;66516319737;2;1;1;52.42;3;7.863;165.123;2272019;17:36;157.26;7.863;7.5
15514513814,2,2,2,88.55,8,35.42,743.82,3192019,0,645138888888889,708.4,35.42,4.7;;;;;;69510915146;2;2;1;98.79;3;148.185;3.111.885;2232019;20:00;296.37;148.185;6.4
79413212436,3,2,1,55.67,2,5567,116907,3272019,0,630555555555556,111.34,5567,6;;;;;;15514513814;2;2;2;88.55;8;35.42;743.82;3192019;15:29;708.4;35.42;4.7
13111518856,2,2,2,72.52,8,29008,609168,3302019,0,809722222222222,580.16,29008,4;;;;;;79413212436;3;2;1;55.67;2;5.567;116.907;3272019;15:08;111.34;5.567;6
27318412164,3,2,2,12.05,5,30125,632625,2162019,0,661805555555556,60.25,30125,5.5;;;;;;13111518856;2;2;2;72.52;8;29.008;609.168;3302019;19:26;580.16;29.008;4
70613616154,3,2,2,19.36,9,8712,182952,1182019,0,779861111111111,174.24,8712,8.7;;;;;;27318412164;3;2;2;12.05;5;30.125;632.625;2162019;15:53;60.25;30.125;5.5
77818917974,1,1,2,70.21,6,21063,442323,3302019,0,623611111111111,421.26,21063,7.4;;;;;;70613616154;3;2;2;19.36;9;8.712;182.952;1182019;18:43;174.24;8.712;8.7
57413118277,3,2,1,33.63,1,16815,353115,3202019,0,829861111111111,33.63,16815,5.6;;;;;;77818917974;1;1;2;70.21;6;21.063;442.323;3302019;14:58;421.26;21.063;7.4
85917110933,2,2,2,15.49,2,1549,32529,1162019,0,631944444444444,30.98,1549,6.3;;;;;;57413118277;3;2;1;33.63;1;16.815;353.115;3202019;19:55;33.63;16.815;5.6
74011115257,3,1,2,24.74,10,12.37,259.77,2242019,0,697222222222222,247.4,12.37,7.1;;;;;;85917110933;2;2;2;15.49;2;1.549;32.529;1162019;15:10;30.98;1.549;6.3
36918212676,3,1,1,75.66,5,18915,397215,1152019,0,765277777777778,378.3,18915,7.8;;;;;;74011115257;3;1;2;24.74;10;12.37;259.77;2242019;16:44;247.4;12.37;7.1
56314714072,2,1,2,55.81,6,16743,351603,1222019,0,494444444444444,334.86,16743,9.9;;;;;;36918212676;3;1;1;75.66;5;18.915;397.215;1152019;18:22;378.3;18.915;7.8
74210415161,2,2,2,72.78,10,36.39,764.19,232019,0,725,727.8,36.39,7.3;;;;;;56314714072;2;1;2;55.81;6;16.743;351.603;1222019;11:52;334.86;16.743;9.9
14911517606,1,2,2,37.32,9,16794,352674,362019,0,646527777777778,335.88,16794,5.1;;;;;;74210415161;2;2;2;72.78;10;36.39;764.19;232019;17:24;727.8;36.39;7.3
13317713154,2,2,1,60.18,4,12036,252756,2162019,0,752777777777778,240.72,12036,9.4;;;;;;14911517606;1;2;2;37.32;9;16.794;352.674;362019;15:31;335.88;16.794;5.1
16915214504,2,1,1,15.69,3,23535,494235,3142019,0,592361111111111,47.07,23535,5.8;;;;;;13317713154;2;2;1;60.18;4;12.036;252.756;2162019;18:04;240.72;12.036;9.4
25018117186,1,1,1,99.69,1,49845,1046745,2272019,0,432638888888889,99.69,49845,8;;;;;;16915214504;2;1;1;15.69;3;23.535;494.235;3142019;14:13;47.07;23.535;5.8
56211215430,3,2,1,88.15,3,132225,2776725,1182019,0,424305555555556,264.45,132225,7.9;;;;;;25018117186;1;1;1;99.69;1;49.845;1.046.745;2272019;10:23;99.69;49.845;8
81617218853,1,2,2,27.93,5,69825,1466325,1292019,0,658333333333333,139.65,69825,5.9;;;;;;56211215430;3;2;1;88.15;3;132.225;2.776.725;1182019;10:11;264.45;132.225;7.9
49113813499,1,2,1,55.45,1,27725,582225,2262019,0,740277777777778,55.45,27725,4.9;;;;;;81617218853;1;2;2;27.93;5;69.825;1.466.325;1292019;15:48;139.65;69.825;5.9
32210212271,1,1,2,42.97,3,64455,1353555,232019,0,490277777777778,128.91,64455,9.3;;;;;;49113813499;1;2;1;55.45;1;27.725;582.225;2262019;17:46;55.45;27.725;4.9
84212914695,2,2,1,17.14,7,5999,125979,1162019,0,504861111111111,119.98,5999,7.9;;;;;;32210212271;1;1;2;42.97;3;64.455;1.353.555;232019;11:46;128.91;64.455;9.3
72516712480,3,2,1,58.75,6,17625,370125,3242019,0,759722222222222,352.5,17625,5.9;;;;;;84212914695;2;2;1;17.14;7;5.999;125.979;1162019;12:07;119.98;5.999;7.9
64115112661,2,2,1,87.1,10,43.55,914.55,2122019,0,614583333333333,871,43.55,9.9;;;;;;72516712480;3;2;1;58.75;6;17.625;370.125;3242019;18:14;352.5;17.625;5.9
71410213114,3,1,1,98.8,2,9.88,207.48,2212019,0,485416666666667,197.6,9.88,7.7;;;;;;64115112661;2;2;1;87.1;10;43.55;914.55;2122019;14:45;871;43.55;9.9
51811712983,3,1,2,48.63,4,9726,204246,242019,0,655555555555556,194.52,9726,7.6;;;;;;71410213114;3;1;1;98.8;2;9.88;207.48;2212019;11:39;197.6;9.88;7.7
77914212410,1,2,1,57.74,3,8661,181881,2202019,0,545833333333333,173.22,8661,7.7;;;;;;51811712983;3;1;2;48.63;4;9.726;204.246;242019;15:44;194.52;9.726;7.6
19011413147,2,1,1,17.97,4,3594,75474,2232019,0,863194444444444,71.88,3594,6.4;;;;;;77914212410;1;2;1;57.74;3;8.661;181.881;2202019;13:06;173.22;8.661;7.7
40816616712,2,2,1,47.71,6,14313,300573,2162019,0,596527777777778,286.26,14313,4.4;;;;;;19011413147;2;1;1;17.97;4;3.594;75.474;2232019;20:43;71.88;3.594;6.4
67912216530,3,1,2,40.62,2,4062,85302,1172019,0,417361111111111,81.24,4062,4.1;;;;;;40816616712;2;2;1;47.71;6;14.313;300.573;2162019;14:19;286.26;14.313;4.4
58814718641,2,2,2,56.04,10,28.02,588.42,1142019,0,8125,560.4,28.02,4.4;;;;;;67912216530;3;1;2;40.62;2;4.062;85.302;1172019;10:01;81.24;4.062;4.1
64216114706,1,2,1,93.4,2,9.34,196.14,3302019,0,690277777777778,186.8,9.34,5.5;;;;;;58814718641;2;2;2;56.04;10;28.02;588.42;1142019;19:30;560.4;28.02;4.4
57613114774,2,1,2,73.41,3,110115,2312415,322019,0,548611111111111,220.23,110115,4;;;;;;64216114706;1;2;1;93.4;2;9.34;196.14;3302019;16:34;186.8;9.34;5.5
55614116224,2,1,1,33.64,8,13456,282576,2152019,0,715277777777778,269.12,13456,9.3;;;;;;57613114774;2;1;2;73.41;3;110.115;2.312.415;322019;13:10;220.23;110.115;4
81110318790,3,1,2,45.48,10,22.74,477.54,312019,0,431944444444444,454.8,22.74,4.8;;;;;;55614116224;2;1;1;33.64;8;13.456;282.576;2152019;17:10;269.12;13.456;9.3
24211113142,1,2,1,83.77,2,8377,175917,2242019,0,83125,167.54,8377,4.6;;;;;;81110318790;3;1;2;45.48;10;22.74;477.54;312019;10:22;454.8;22.74;4.8
75212313760,2,2,1,64.08,7,22428,470988,2192019,0,811805555555556,448.56,22428,7.3;;;;;;24211113142;1;2;1;83.77;2;8.377;175.917;2242019;19:57;167.54;8.377;4.6
27410515470,2,2,2,73.47,4,14694,308574,2232019,0,770833333333333,293.88,14694,6;;;;;;75212313760;2;2;1;64.08;7;22.428;470.988;2192019;19:29;448.56;22.428;7.3
64819413045,1,1,2,58.95,10,29475,618975,272019,0,602083333333333,589.5,29475,8.1;;;;;;27410515470;2;2;2;73.47;4;14.694;308.574;2232019;18:30;293.88;14.694;6
13016714723,3,2,1,48.5,6,14.55,305.55,1112019,0,58125,291,14.55,9.4;;;;;;64819413045;1;1;2;58.95;10;29.475;618.975;272019;14:27;589.5;29.475;8.1
52818715606,1,2,1,39.48,1,1974,41454,2122019,0,821527777777778,39.48,1974,6.5;;;;;;13016714723;3;2;1;48.5;6;14.55;305.55;1112019;13:57;291;14.55;9.4
32018512052,2,1,1,34.81,1,17405,365505,1142019,0,424305555555556,34.81,17405,7;;;;;;52818715606;1;2;1;39.48;1;1.974;41.454;2122019;19:43;39.48;1.974;6.5
37019610655,2,1,2,49.32,6,14796,310716,192019,0,573611111111111,295.92,14796,7.1;;;;;;32018512052;2;1;1;34.81;1;17.405;365.505;1142019;10:11;34.81;17.405;7
10511016182,3,2,1,21.48,2,2148,45108,2272019,0,515277777777778,42.96,2148,6.6;;;;;;37019610655;2;1;2;49.32;6;14.796;310.716;192019;13:46;295.92;14.796;7.1
51017910415,1,2,1,23.08,6,6924,145404,1242019,0,805555555555555,138.48,6924,4.9;;;;;;10511016182;3;2;1;21.48;2;2.148;45.108;2272019;12:22;42.96;2.148;6.6
24119615076,2,2,1,49.1,2,4.91,103.11,182019,0,540277777777778,98.2,4.91,6.4;;;;;;51017910415;1;2;1;23.08;6;6.924;145.404;1242019;19:20;138.48;6.924;4.9
76719714650,2,2,2,64.83,2,6483,136143,182019,0,499305555555556,129.66,6483,8;;;;;;24119615076;2;2;1;49.1;2;4.91;103.11;182019;12:58;98.2;4.91;6.4
64818311321,2,2,2,63.56,10,31.78,667.38,1162019,0,749305555555556,635.6,31.78,4.3;;;;;;76719714650;2;2;2;64.83;2;6.483;136.143;182019;11:59;129.66;6.483;8
17315712300,1,2,1,72.88,2,7288,153048,3132019,0,535416666666667,145.76,7288,6.1;;;;;;64818311321;2;2;2;63.56;10;31.78;667.38;1162019;17:59;635.6;31.78;4.3
30510312383,3,1,1,67.1,3,10065,211365,2152019,0,441666666666667,201.3,10065,7.5;;;;;;17315712300;1;2;1;72.88;2;7.288;153.048;3132019;12:51;145.76;7.288;6.1
39415516384,1,2,2,70.19,9,315855,6632955,1252019,0,568055555555556,631.71,315855,6.7;;;;;;30510312383;3;1;1;67.1;3;10.065;211.365;2152019;10:36;201.3;10.065;7.5
26612016657,3,2,2,55.04,7,19264,404544,3122019,0,81875,385.28,19264,5.2;;;;;;39415516384;1;2;2;70.19;9;315.855;6.632.955;1252019;13:38;631.71;315.855;6.7
68910511884,3,2,1,48.63,10,24315,510615,342019,0,530555555555556,486.3,24315,8.8;;;;;;26612016657;3;2;2;55.04;7;19.264;404.544;3122019;19:39;385.28;19.264;5.2
19610112849,1,2,1,73.38,7,25683,539343,2102019,0,580555555555556,513.66,25683,9.5;;;;;;68910511884;3;2;1;48.63;10;24.315;510.615;342019;12:44;486.3;24.315;8.8
37216215264,3,1,1,52.6,9,23.67,497.07,1162019,0,6125,473.4,23.67,7.6;;;;;;19610112849;1;2;1;73.38;7;25.683;539.343;2102019;13:56;513.66;25.683;9.5
80010918606,3,2,1,87.37,5,218425,4586925,1292019,0,822916666666667,436.85,218425,6.6;;;;;;37216215264;3;1;1;52.6;9;23.67;497.07;1162019;14:42;473.4;23.67;7.6
18215217000,1,2,2,27.04,4,5408,113568,112019,0,851388888888889,108.16,5408,6.9;;;;;;80010918606;3;2;1;87.37;5;218.425;4.586.925;1292019;19:45;436.85;218.425;6.6
82615818051,1,1,2,62.19,4,12438,261198,162019,0,823611111111111,248.76,12438,4.3;;;;;;18215217000;1;2;2;27.04;4;5.408;113.568;112019;20:26;108.16;5.408;6.9
86810610466,2,2,2,69.58,9,31311,657531,2192019,0,818055555555556,626.22,31311,7.8;;;;;;82615818051;1;1;2;62.19;4;12.438;261.198;162019;19:46;248.76;12.438;4.3
75114119720,1,1,1,97.5,10,48.75,1023.75,1122019,0,679166666666667,975,48.75,8;;;;;;86810610466;2;2;2;69.58;9;31.311;657.531;2192019;19:38;626.22;31.311;7.8
62614317888,3,1,2,60.41,8,24164,507444,272019,0,515972222222222,483.28,24164,9.6;;;;;;75114119720;1;1;1;97.5;10;48.75;1023.75;1122019;16:18;975;48.75;8
17616417711,3,1,1,32.32,3,4848,101808,3272019,0,799305555555556,96.96,4848,4.3;;;;;;62614317888;3;1;2;60.41;8;24.164;507.444;272019;12:23;483.28;24.164;9.6
19112910321,2,2,2,19.77,10,9885,207585,2272019,0,789583333333333,197.7,9885,5;;;;;;17616417711;3;1;1;32.32;3;4.848;101.808;3272019;19:11;96.96;4.848;4.3
72910612010,2,2,1,80.47,9,362115,7604415,162019,0,470833333333333,724.23,362115,9.2;;;;;;19112910321;2;2;2;19.77;10;9.885;207.585;2272019;18:57;197.7;9.885;5
64014815028,2,2,2,88.39,9,397755,8352855,322019,0,527777777777778,795.51,397755,6.3;;;;;;72910612010;2;2;1;80.47;9;362.115;7.604.415;162019;11:18;724.23;362.115;9.2
18617919562,2,1,1,71.77,7,251195,5275095,3292019,0,5875,502.39,251195,8.9;;;;;;64014815028;2;2;2;88.39;9;397.755;8.352.855;322019;12:40;795.51;397.755;6.3
83414515519,2,1,2,43,4,8.6,180.6,1312019,0,866666666666667,172,8.6,7.6;;;;;;18617919562;2;1;1;71.77;7;251.195;5.275.095;3292019;14:06;502.39;251.195;8.9
16216518559,2,2,2,68.98,1,3449,72429,1212019,0,842361111111111,68.98,3449,4.8;;;;;;83414515519;2;1;2;43;4;8.6;180.6;1312019;20:48;172;8.6;7.6
76012715490,3,1,2,15.62,8,6248,131208,1202019,0,859027777777778,124.96,6248,9.1;;;;;;16216518559;2;2;2;68.98;1;3.449;72.429;1212019;20:13;68.98;3.449;4.8
44513019252,3,1,2,25.7,3,3855,80955,1172019,0,749305555555556,77.1,3855,6.1;;;;;;76012715490;3;1;2;15.62;8;6.248;131.208;1202019;20:37;124.96;6.248;9.1
78619412700,1,2,1,80.62,6,24186,507906,2282019,0,845833333333333,483.72,24186,9.1;;;;;;44513019252;3;1;2;25.7;3;3.855;80.955;1172019;17:59;77.1;3.855;6.1
72818817867,1,2,1,75.53,4,15106,317226,3192019,0,661111111111111,302.12,15106,8.3;;;;;;78619412700;1;2;1;80.62;6;24.186;507.906;2282019;20:18;483.72;24.186;9.1
18312113799,3,1,1,77.63,9,349335,7336035,2192019,0,634722222222222,698.67,349335,7.2;;;;;;72818817867;1;2;1;75.53;4;15.106;317.226;3192019;15:52;302.12;15.106;8.3
26812013585,3,1,2,13.85,9,62325,1308825,242019,0,534722222222222,124.65,62325,6;;;;;;18312113799;3;1;1;77.63;9;349.335;7.336.035;2192019;15:14;698.67;349.335;7.2
73513219839,3,2,1,98.7,8,39.48,829.08,1312019,0,441666666666667,789.6,39.48,8.5;;;;;;26812013585;3;1;2;13.85;9;62.325;1.308.825;242019;12:50;124.65;62.325;6
25819217466,3,1,1,35.68,5,8.92,187.32,262019,0,772916666666667,178.4,8.92,6.6;;;;;;73513219839;3;2;1;98.7;8;39.48;829.08;1312019;10:36;789.6;39.48;8.5
85711613520,1,2,2,71.46,7,25011,525231,3282019,0,670833333333333,500.22,25011,4.5;;;;;;25819217466;3;1;1;35.68;5;8.92;187.32;262019;18:33;178.4;8.92;6.6
48211711179,1,2,2,11.94,3,1791,37611,1192019,0,532638888888889,35.82,1791,8.1;;;;;;85711613520;1;2;2;71.46;7;25.011;525.231;3282019;16:06;500.22;25.011;4.5
78812115741,1,1,1,45.38,3,6807,142947,2172019,0,565277777777778,136.14,6807,7.2;;;;;;48211711179;1;2;2;11.94;3;1.791;37.611;1192019;12:47;35.82;1.791;8.1
