Branch;City;Customer type;Gender;Unit price;Quantity;Tax 5%;Total;Time;Payment;cogs;gross income;Rating;;Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross income,Rating
2;3;1;1;83.77;2;8.377;175.917;19:57;2;167.54;8.377;4.6;;2,3,1,1,83.77,2,8377,175917,0,83125,2,167.54,8377,4.6
2;3;1;2;64.08;7;22.428;470.988;19:29;3;448.56;22.428;7.3;;2,3,1,2,64.08,7,22428,470988,0,811805555555556,3,448.56,22428,7.3
1;1;1;2;73.47;4;14.694;308.574;18:30;2;293.88;14.694;6;;1,1,1,2,73.47,4,14694,308574,0,770833333333333,2,293.88,14694,6
3;2;2;1;58.95;10;29.475;618.975;14:27;1;589.5;29.475;8.1;;3,2,2,1,58.95,10,29475,618975,0,602083333333333,1,589.5,29475,8.1
1;1;1;1;48.5;6;14.55;305.55;13:57;1;291;14.55;9.4;;1,1,1,1,48.5,6,14.55,305.55,0,58125,1,291,14.55,9.4
2;3;1;2;39.48;1;1.974;41.454;19:43;2;39.48;1.974;6.5;;2,3,1,2,39.48,1,1974,41454,0,821527777777778,2,39.48,1974,6.5
2;3;2;2;34.81;1;17.405;365.505;10:11;3;34.81;17.405;7;;2,3,2,2,34.81,1,17405,365505,0,424305555555556,3,34.81,17405,7
3;2;2;2;49.32;6;14.796;310.716;13:46;1;295.92;14.796;7.1;;3,2,2,2,49.32,6,14796,310716,0,573611111111111,1,295.92,14796,7.1
1;1;1;1;21.48;2;2.148;45.108;12:22;1;42.96;2.148;6.6;;1,1,1,1,21.48,2,2148,45108,0,515277777777778,1,42.96,2148,6.6
2;3;1;2;23.08;6;6.924;145.404;19:20;1;138.48;6.924;4.9;;2,3,1,2,23.08,6,6924,145404,0,805555555555555,1,138.48,6924,4.9
2;3;1;2;49.1;2;4.91;103.11;12:58;3;98.2;4.91;6.4;;2,3,1,2,49.1,2,4.91,103.11,0,540277777777778,3,98.2,4.91,6.4
2;3;1;2;64.83;2;6.483;136.143;11:59;3;129.66;6.483;8;;2,3,1,2,64.83,2,6483,136143,0,499305555555556,3,129.66,6483,8
1;1;1;1;63.56;10;31.78;667.38;17:59;2;635.6;31.78;4.3;;1,1,1,1,63.56,10,31.78,667.38,0,749305555555556,2,635.6,31.78,4.3
3;2;1;1;72.88;2;7.288;153.048;12:51;2;145.76;7.288;6.1;;3,2,1,1,72.88,2,7288,153048,0,535416666666667,2,145.76,7288,6.1
1;1;2;2;67.1;3;10.065;211.365;10:36;2;201.3;10.065;7.5;;1,1,2,2,67.1,3,10065,211365,0,441666666666667,2,201.3,10065,7.5
3;2;1;2;70.19;9;315.855;6.632.955;13:38;2;631.71;315.855;6.7;;3,2,1,2,70.19,9,315855,6632955,0,568055555555556,2,631.71,315855,6.7
3;2;1;1;55.04;7;19.264;404.544;19:39;1;385.28;19.264;5.2;;3,2,1,1,55.04,7,19264,404544,0,81875,1,385.28,19264,5.2
1;1;1;1;48.63;10;24.315;510.615;12:44;2;486.3;24.315;8.8;;1,1,1,1,48.63,10,24315,510615,0,530555555555556,2,486.3,24315,8.8
3;2;1;2;73.38;7;25.683;539.343;13:56;2;513.66;25.683;9.5;;3,2,1,2,73.38,7,25683,539343,0,580555555555556,2,513.66,25683,9.5
3;2;2;2;52.6;9;23.67;497.07;14:42;2;473.4;23.67;7.6;;3,2,2,2,52.6,9,23.67,497.07,0,6125,2,473.4,23.67,7.6
1;1;1;2;87.37;5;218.425;4.586.925;19:45;2;436.85;218.425;6.6;;1,1,1,2,87.37,5,218425,4586925,0,822916666666667,2,436.85,218425,6.6
1;1;1;2;27.04;4;5.408;113.568;20:26;1;108.16;5.408;6.9;;1,1,1,2,27.04,4,5408,113568,0,851388888888889,1,108.16,5408,6.9
2;3;2;1;62.19;4;12.438;261.198;19:46;1;248.76;12.438;4.3;;2,3,2,1,62.19,4,12438,261198,0,823611111111111,1,248.76,12438,4.3
1;1;1;1;69.58;9;31.311;657.531;19:38;3;626.22;31.311;7.8;;1,1,1,1,69.58,9,31311,657531,0,818055555555556,3,626.22,31311,7.8
3;2;2;1;97.5;10;48.75;1023.75;16:18;1;975;48.75;8;;3,2,2,1,97.5,10,48.75,1023.75,0,679166666666667,1,975,48.75,8
3;2;2;2;60.41;8;24.164;507.444;12:23;1;483.28;24.164;9.6;;3,2,2,2,60.41,8,24164,507444,0,515972222222222,1,483.28,24164,9.6
2;3;2;1;32.32;3;4.848;101.808;19:11;3;96.96;4.848;4.3;;2,3,2,1,32.32,3,4848,101808,0,799305555555556,3,96.96,4848,4.3
2;3;1;2;19.77;10;9.885;207.585;18:57;3;197.7;9.885;5;;2,3,1,2,19.77,10,9885,207585,0,789583333333333,3,197.7,9885,5
2;3;1;1;80.47;9;362.115;7.604.415;11:18;2;724.23;362.115;9.2;;2,3,1,1,80.47,9,362115,7604415,0,470833333333333,2,724.23,362115,9.2
2;3;1;2;88.39;9;397.755;8.352.855;12:40;2;795.51;397.755;6.3;;2,3,1,2,88.39,9,397755,8352855,0,527777777777778,2,795.51,397755,6.3
2;3;2;1;71.77;7;251.195;5.275.095;14:06;2;502.39;251.195;8.9;;2,3,2,1,71.77,7,251195,5275095,0,5875,2,502.39,251195,8.9
2;3;2;2;43;4;8.6;180.6;20:48;1;172;8.6;7.6;;2,3,2,2,43,4,8.6,180.6,0,866666666666667,1,172,8.6,7.6
3;2;1;1;68.98;1;3.449;72.429;20:13;2;68.98;3.449;4.8;;3,2,1,1,68.98,1,3449,72429,0,842361111111111,2,68.98,3449,4.8
3;2;2;1;15.62;8;6.248;131.208;20:37;1;124.96;6.248;9.1;;3,2,2,1,15.62,8,6248,131208,0,859027777777778,1,124.96,6248,9.1
1;1;2;1;25.7;3;3.855;80.955;17:59;1;77.1;3.855;6.1;;1,1,2,1,25.7,3,3855,80955,0,749305555555556,1,77.1,3855,6.1
1;1;1;1;80.62;6;24.186;507.906;20:18;2;483.72;24.186;9.1;;1,1,1,1,80.62,6,24186,507906,0,845833333333333,2,483.72,24186,9.1
3;2;1;2;75.53;4;15.106;317.226;15:52;1;302.12;15.106;8.3;;3,2,1,2,75.53,4,15106,317226,0,661111111111111,1,302.12,15106,8.3
3;2;2;2;77.63;9;349.335;7.336.035;15:14;1;698.67;349.335;7.2;;3,2,2,2,77.63,9,349335,7336035,0,634722222222222,1,698.67,349335,7.2
3;2;2;2;13.85;9;62.325;1.308.825;12:50;1;124.65;62.325;6;;3,2,2,2,13.85,9,62325,1308825,0,534722222222222,1,124.65,62325,6
3;2;1;1;98.7;8;39.48;829.08;10:36;1;789.6;39.48;8.5;;3,2,1,1,98.7,8,39.48,829.08,0,441666666666667,1,789.6,39.48,8.5
1;1;2;2;35.68;5;8.92;187.32;18:33;3;178.4;8.92;6.6;;1,1,2,2,35.68,5,8.92,187.32,0,772916666666667,3,178.4,8.92,6.6
1;1;1;2;71.46;7;25.011;525.231;16:06;1;500.22;25.011;4.5;;1,1,1,2,71.46,7,25011,525231,0,670833333333333,1,500.22,25011,4.5
1;1;1;1;11.94;3;1.791;37.611;12:47;3;35.82;1.791;8.1;;1,1,1,1,11.94,3,1791,37611,0,532638888888889,3,35.82,1791,8.1
1;1;2;1;45.38;3;6.807;142.947;13:34;3;136.14;6.807;7.2;;1,1,2,1,45.38,3,6807,142947,0,565277777777778,3,136.14,6807,7.2
2;3;1;2;17.48;6;5.244;110.124;15:04;3;104.88;5.244;6.1;;2,3,1,2,17.48,6,5244,110124,0,627777777777778,3,104.88,5244,6.1
2;3;2;2;25.56;7;8.946;187.866;20:42;2;178.92;8.946;7.1;;2,3,2,2,25.56,7,8946,187866,0,8625,2,178.92,8946,7.1
3;2;1;2;90.63;9;407.835;8.564.535;15:28;2;815.67;407.835;5.1;;3,2,1,2,90.63,9,407835,8564535,0,644444444444444,2,815.67,407835,5.1
2;3;2;1;44.12;3;6.618;138.978;13:45;3;132.36;6.618;7.9;;2,3,2,1,44.12,3,6618,138978,0,572916666666667,3,132.36,6618,7.9
3;2;1;2;36.77;7;128.695;2.702.595;20:10;2;257.39;128.695;7.4;;3,2,1,2,36.77,7,128695,2702595,0,840277777777778,2,257.39,128695,7.4
2;3;1;1;23.34;4;4.668;98.028;18:53;1;93.36;4.668;7.4;;2,3,1,1,23.34,4,4668,98028,0,786805555555556,1,93.36,4668,7.4
3;2;1;2;28.5;8;11.4;239.4;14:24;2;228;11.4;6.6;;3,2,1,2,28.5,8,11.4,239.4,0,6,2,228,11.4,6.6
3;2;1;1;55.57;3;83.355;1.750.455;11:42;3;166.71;83.355;5.9;;3,2,1,1,55.57,3,83355,1750455,0,4875,3,166.71,83355,5.9
2;3;2;1;69.74;10;34.87;732.27;17:49;3;697.4;34.87;8.9;;2,3,2,1,69.74,10,34.87,732.27,0,742361111111111,3,697.4,34.87,8.9
3;2;2;1;97.26;4;19.452;408.492;15:33;1;389.04;19.452;6.8;;3,2,2,1,97.26,4,19452,408492,0,647916666666667,1,389.04,19452,6.8
2;3;1;2;52.18;7;18.263;383.523;10:54;2;365.26;18.263;9.3;;2,3,1,2,52.18,7,18263,383523,0,454166666666667,2,365.26,18263,9.3
1;1;1;2;22.32;4;4.464;93.744;16:23;3;89.28;4.464;4.4;;1,1,1,2,22.32,4,4464,93744,0,682638888888889,3,89.28,4464,4.4
1;1;2;1;56;3;8.4;176.4;19:33;1;168;8.4;4.8;;1,1,2,1,56,3,8.4,176.4,0,814583333333333,1,168,8.4,4.8
1;1;1;1;19.7;1;0.985;20.685;11:39;1;19.7;0.985;9.5;;1,1,1,1,19.7,1,0.985,20685,0,485416666666667,1,19.7,0.985,9.5
2;3;2;1;75.88;7;26.558;557.718;10:38;1;531.16;26.558;8.9;;2,3,2,1,75.88,7,26558,557718,0,443055555555556,1,531.16,26558,8.9
2;3;1;1;53.72;1;2.686;56.406;20:03;1;53.72;2.686;6.4;;2,3,1,1,53.72,1,2686,56406,0,835416666666667,1,53.72,2686,6.4
3;2;1;1;81.95;10;40.975;860.475;12:39;3;819.5;40.975;6;;3,2,1,1,81.95,10,40975,860475,0,527083333333333,3,819.5,40975,6
3;2;1;2;81.2;7;28.42;596.82;15:59;3;568.4;28.42;8.1;;3,2,1,2,81.2,7,28.42,596.82,0,665972222222222,3,568.4,28.42,8.1
3;2;2;1;58.76;10;29.38;616.98;14:26;1;587.6;29.38;9;;3,2,2,1,58.76,10,29.38,616.98,0,601388888888889,1,587.6,29.38,9
2;3;1;1;91.56;8;36.624;769.104;18:22;1;732.48;36.624;6;;2,3,1,1,91.56,8,36624,769104,0,765277777777778,1,732.48,36624,6
1;1;2;1;93.96;9;42.282;887.922;11:32;2;845.64;42.282;9.8;;1,1,2,1,93.96,9,42282,887922,0,480555555555556,2,845.64,42282,9.8
3;2;2;1;55.61;7;194.635;4.087.335;12:41;2;389.27;194.635;8.5;;3,2,2,1,55.61,7,194635,4087335,0,528472222222222,2,389.27,194635,8.5
3;2;2;1;84.83;1;42.415;890.715;15:20;1;84.83;42.415;8.8;;3,2,2,1,84.83,1,42415,890715,0,638888888888889,1,84.83,42415,8.8
1;1;1;2;71.63;2;7.163;150.423;14:33;1;143.26;7.163;8.8;;1,1,1,2,71.63,2,7163,150423,0,60625,1,143.26,7163,8.8
1;1;1;1;37.69;2;3.769;79.149;15:29;1;75.38;3.769;9.5;;1,1,1,1,37.69,2,3769,79149,0,645138888888889,1,75.38,3769,9.5
3;2;1;2;31.67;8;12.668;266.028;16:19;3;253.36;12.668;5.6;;3,2,1,2,31.67,8,12668,266028,0,679861111111111,3,253.36,12668,5.6
3;2;1;2;38.42;1;1.921;40.341;16:33;2;38.42;1.921;8.6;;3,2,1,2,38.42,1,1921,40341,0,689583333333333,2,38.42,1921,8.6
2;3;1;1;65.23;10;32.615;684.915;19:07;3;652.3;32.615;5.2;;2,3,1,1,65.23,10,32615,684915,0,796527777777778,3,652.3,32615,5.2
3;2;1;2;10.53;5;26.325;552.825;14:43;3;52.65;26.325;5.8;;3,2,1,2,10.53,5,26325,552825,0,613194444444444,3,52.65,26325,5.8
2;3;1;2;12.29;9;55.305;1.161.405;19:28;3;110.61;55.305;8;;2,3,1,2,12.29,9,55305,1161405,0,811111111111111,3,110.61,55305,8
3;2;1;1;81.23;7;284.305;5.970.405;20:44;2;568.61;284.305;9;;3,2,1,1,81.23,7,284305,5970405,0,863888888888889,2,568.61,284305,9
2;3;1;2;22.32;4;4.464;93.744;11:16;1;89.28;4.464;4.1;;2,3,1,2,22.32,4,4464,93744,0,469444444444444,1,89.28,4464,4.1
1;1;2;2;27.28;5;6.82;143.22;10:31;3;136.4;6.82;8.6;;1,1,2,2,27.28,5,6.82,143.22,0,438194444444444,3,136.4,6.82,8.6
1;1;1;2;17.42;10;8.71;182.91;12:30;1;174.2;8.71;7;;1,1,1,2,17.42,10,8.71,182.91,0,520833333333333,1,174.2,8.71,7
2;3;2;1;73.28;5;18.32;384.72;15:05;1;366.4;18.32;8.4;;2,3,2,1,73.28,5,18.32,384.72,0,628472222222222,1,366.4,18.32,8.4
3;2;1;2;84.87;3;127.305;2.673.405;18:30;1;254.61;127.305;7.4;;3,2,1,2,84.87,3,127305,2673405,0,770833333333333,1,254.61,127305,7.4
1;1;2;2;97.29;8;38.916;817.236;13:18;3;778.32;38.916;6.2;;1,1,2,2,97.29,8,38916,817236,0,554166666666667,3,778.32,38916,6.2
2;3;1;2;35.74;8;14.296;300.216;15:28;1;285.92;14.296;4.9;;2,3,1,2,35.74,8,14296,300216,0,644444444444444,1,285.92,14296,4.9
1;1;2;2;96.52;6;28.956;608.076;11:52;2;579.12;28.956;4.5;;1,1,2,2,96.52,6,28956,608076,0,494444444444444,2,579.12,28956,4.5
1;1;1;1;18.85;10;9.425;197.925;18:24;1;188.5;9.425;5.6;;1,1,1,1,18.85,10,9425,197925,0,766666666666667,1,188.5,9425,5.6
1;1;2;2;55.39;4;11.078;232.638;15:19;1;221.56;11.078;8;;1,1,2,2,55.39,4,11078,232638,0,638194444444444,1,221.56,11078,8
2;3;1;2;77.2;10;38.6;810.6;10:38;3;772;38.6;5.6;;2,3,1,2,77.2,10,38.6,810.6,0,443055555555556,3,772,38.6,5.6
2;3;2;1;72.13;10;36.065;757.365;15:12;3;721.3;36.065;4.2;;2,3,2,1,72.13,10,36065,757365,0,633333333333333,3,721.3,36065,4.2
1;1;1;2;63.88;8;25.552;536.592;17:48;1;511.04;25.552;9.9;;1,1,1,2,63.88,8,25552,536592,0,741666666666667,1,511.04,25552,9.9
1;1;1;2;10.69;5;26.725;561.225;11:07;1;53.45;26.725;7.6;;1,1,1,2,10.69,5,26725,561225,0,463194444444444,1,53.45,26725,7.6
1;1;1;1;55.5;4;11.1;233.1;15:48;3;222;11.1;6.6;;1,1,1,1,55.5,4,11.1,233.1,0,658333333333333,3,222,11.1,6.6
2;3;2;2;95.46;8;38.184;801.864;19:40;1;763.68;38.184;4.7;;2,3,2,2,95.46,8,38184,801864,0,819444444444445,1,763.68,38184,4.7
3;2;2;2;76.06;3;11.409;239.589;20:30;3;228.18;11.409;9.8;;3,2,2,2,76.06,3,11409,239589,0,854166666666667,3,228.18,11409,9.8
2;3;2;1;13.69;6;4.107;86.247;13:59;2;82.14;4.107;6.3;;2,3,2,1,13.69,6,4107,86247,0,582638888888889,2,82.14,4107,6.3
2;3;2;2;95.64;4;19.128;401.688;18:51;2;382.56;19.128;7.9;;2,3,2,2,95.64,4,19128,401688,0,785416666666667,2,382.56,19128,7.9
1;1;2;2;11.43;6;3.429;72.009;17:24;2;68.58;3.429;7.7;;1,1,2,2,11.43,6,3429,72009,0,725,2,68.58,3429,7.7
2;3;1;2;95.54;4;19.108;401.268;11:58;1;382.16;19.108;4.5;;2,3,1,2,95.54,4,19108,401268,0,498611111111111,1,382.16,19108,4.5
3;2;1;2;85.87;7;300.545;6.311.445;19:01;3;601.09;300.545;8;;3,2,1,2,85.87,7,300545,6311445,0,792361111111111,3,601.09,300545,8
3;2;1;2;67.99;7;237.965;4.997.265;16:50;1;475.93;237.965;5.7;;3,2,1,2,67.99,7,237965,4997265,0,701388888888889,1,475.93,237965,5.7
3;2;2;2;52.42;1;2.621;55.041;10:22;3;52.42;2.621;6.3;;3,2,2,2,52.42,1,2621,55041,0,431944444444444,3,52.42,2621,6.3
3;2;1;1;65.65;2;6.565;137.865;16:46;2;131.3;6.565;6;;3,2,1,1,65.65,2,6565,137865,0,698611111111111,2,131.3,6565,6
2;3;2;2;28.86;5;7.215;151.515;18:08;3;144.3;7.215;8;;2,3,2,2,28.86,5,7215,151515,0,755555555555556,3,144.3,7215,8
3;2;1;1;65.31;7;228.585;4.800.285;18:02;3;457.17;228.585;4.2;;3,2,1,1,65.31,7,228585,4800285,0,751388888888889,3,457.17,228585,4.2
2;3;2;1;93.38;1;4.669;98.049;13:07;2;93.38;4.669;9.6;;2,3,2,1,93.38,1,4669,98049,0,546527777777778,2,93.38,4669,9.6
3;2;1;1;25.25;5;63.125;1.325.625;17:52;2;126.25;63.125;6.1;;3,2,1,1,25.25,5,63125,1325625,0,744444444444444,2,126.25,63125,6.1
2;3;1;1;87.87;9;395.415;8.303.715;20:32;1;790.83;395.415;5.6;;2,3,1,1,87.87,9,395415,8303715,0,855555555555556,1,790.83,395415,5.6
3;2;2;1;21.8;8;8.72;183.12;19:24;2;174.4;8.72;8.3;;3,2,2,1,21.8,8,8.72,183.12,0,808333333333333,2,174.4,8.72,8.3
1;1;2;2;94.76;4;18.952;397.992;16:06;1;379.04;18.952;7.8;;1,1,2,2,94.76,4,18952,397992,0,670833333333333,1,379.04,18952,7.8
1;1;1;2;30.62;1;1.531;32.151;14:14;3;30.62;1.531;4.1;;1,1,1,2,30.62,1,1531,32151,0,593055555555556,3,30.62,1531,4.1
3;2;2;2;44.01;8;17.604;369.684;17:36;2;352.08;17.604;8.8;;3,2,2,2,44.01,8,17604,369684,0,733333333333333,2,352.08,17604,8.8
3;2;1;2;10.16;5;2.54;53.34;13:08;1;50.8;2.54;4.1;;3,2,1,2,10.16,5,2.54,53.34,0,547222222222222,1,50.8,2.54,4.1
1;1;2;1;74.58;7;26.103;548.163;16:09;3;522.06;26.103;9;;1,1,2,1,74.58,7,26103,548163,0,672916666666667,3,522.06,26103,9
3;2;2;1;71.89;8;28.756;603.876;11:33;1;575.12;28.756;5.5;;3,2,2,1,71.89,8,28756,603876,0,48125,1,575.12,28756,5.5
3;2;2;2;10.99;5;27.475;576.975;10:18;3;54.95;27.475;9.3;;3,2,2,2,10.99,5,27475,576975,0,429166666666667,3,54.95,27475,9.3
3;2;1;1;60.47;3;90.705;1.904.805;10:55;3;181.41;90.705;5.6;;3,2,1,1,60.47,3,90705,1904805,0,454861111111111,3,181.41,90705,5.6
1;1;2;1;58.91;7;206.185;4.329.885;15:15;1;412.37;206.185;9.7;;1,1,2,1,58.91,7,206185,4329885,0,635416666666667,1,412.37,206185,9.7
1;1;2;1;46.41;1;23.205;487.305;20:06;3;46.41;23.205;4;;1,1,2,1,46.41,1,23205,487305,0,8375,3,46.41,23205,4
3;2;1;1;68.55;4;13.71;287.91;20:21;3;274.2;13.71;9.2;;3,2,1,1,68.55,4,13.71,287.91,0,847916666666667,3,274.2,13.71,9.2
2;3;2;2;97.37;10;48.685;1.022.385;13:48;3;973.7;48.685;4.9;;2,3,2,2,97.37,10,48685,1022385,0,575,3,973.7,48685,4.9
1;1;1;1;92.6;7;32.41;680.61;12:52;3;648.2;32.41;9.3;;1,1,1,1,92.6,7,32.41,680.61,0,536111111111111,3,648.2,32.41,9.3
1;1;2;2;46.61;2;4.661;97.881;12:28;3;93.22;4.661;6.6;;1,1,2,2,46.61,2,4661,97881,0,519444444444444,3,93.22,4661,6.6
2;3;2;1;27.18;2;2.718;57.078;16:26;1;54.36;2.718;4.3;;2,3,2,1,27.18,2,2718,57078,0,684722222222222,1,54.36,2718,4.3
3;2;1;2;60.87;1;30.435;639.135;13:24;2;60.87;30.435;5.5;;3,2,1,2,60.87,1,30435,639135,0,558333333333333,2,60.87,30435,5.5
1;1;1;2;24.49;10;12.245;257.145;15:15;2;244.9;12.245;8.1;;1,1,1,2,24.49,10,12245,257145,0,635416666666667,2,244.9,12245,8.1
2;3;2;1;92.78;1;4.639;97.419;10:50;3;92.78;4.639;9.8;;2,3,2,1,92.78,1,4639,97419,0,451388888888889,3,92.78,4639,9.8
3;2;1;1;86.69;5;216.725;4.551.225;18:38;1;433.45;216.725;9.4;;3,2,1,1,86.69,5,216725,4551225,0,776388888888889,1,433.45,216725,9.4
2;3;2;1;23.01;6;6.903;144.963;16:45;1;138.06;6.903;7.9;;2,3,2,1,23.01,6,6903,144963,0,697916666666667,1,138.06,6903,7.9
3;2;1;2;30.2;8;12.08;253.68;19:30;1;241.6;12.08;5.1;;3,2,1,2,30.2,8,12.08,253.68,0,8125,1,241.6,12.08,5.1
3;2;1;1;67.39;7;235.865;4.953.165;13:23;1;471.73;235.865;6.9;;3,2,1,1,67.39,7,235865,4953165,0,557638888888889,1,471.73,235865,6.9
1;1;1;2;48.96;9;22.032;462.672;11:27;2;440.64;22.032;8;;1,1,1,2,48.96,9,22032,462672,0,477083333333333,2,440.64,22032,8
2;3;1;2;75.59;9;340.155;7.143.255;11:12;2;680.31;340.155;8;;2,3,1,2,75.59,9,340155,7143255,0,466666666666667,2,680.31,340155,8
1;1;2;2;77.47;4;15.494;325.374;16:36;2;309.88;15.494;4.2;;1,1,2,2,77.47,4,15494,325374,0,691666666666667,2,309.88,15494,4.2
1;1;2;2;93.18;2;9.318;195.678;18:41;3;186.36;9.318;8.5;;1,1,2,2,93.18,2,9318,195678,0,778472222222222,3,186.36,9318,8.5
1;1;2;2;50.23;4;10.046;210.966;17:12;2;200.92;10.046;9;;1,1,2,2,50.23,4,10046,210966,0,716666666666667,2,200.92,10046,9
2;3;2;2;17.75;1;0.8875;186.375;10:38;2;17.75;0.8875;8.6;;2,3,2,2,17.75,1,0.8875,186375,0,443055555555556,2,17.75,0.8875,8.6
3;2;2;2;62.18;10;31.09;652.89;10:33;1;621.8;31.09;6;;3,2,2,2,62.18,10,31.09,652.89,0,439583333333333,1,621.8,31.09,6
2;3;2;1;10.75;8;4.3;90.3;14:38;1;86;4.3;6.2;;2,3,2,1,10.75,8,4.3,90.3,0,609722222222222,1,86,4.3,6.2
1;1;2;2;40.26;10;20.13;422.73;18:06;3;402.6;20.13;5;;1,1,2,2,40.26,10,20.13,422.73,0,754166666666667,3,402.6,20.13,5
3;2;1;2;64.97;5;162.425;3.410.925;12:52;3;324.85;162.425;6.5;;3,2,1,2,64.97,5,162425,3410925,0,536111111111111,3,324.85,162425,6.5
1;1;2;1;95.15;1;47.575;999.075;14:00;2;95.15;47.575;6;;1,1,2,1,95.15,1,47575,999075,0,583333333333333,2,95.15,47575,6
1;1;1;2;48.62;8;19.448;408.408;10:57;2;388.96;19.448;5;;1,1,1,2,48.62,8,19448,408408,0,45625,2,388.96,19448,5
2;3;2;2;53.21;8;21.284;446.964;16:45;1;425.68;21.284;5;;2,3,2,2,53.21,8,21284,446964,0,697916666666667,1,425.68,21284,5
3;2;2;2;45.44;7;15.904;333.984;11:15;2;318.08;15.904;9.2;;3,2,2,2,45.44,7,15904,333984,0,46875,2,318.08,15904,9.2
1;1;2;1;33.88;8;13.552;284.592;20:29;1;271.04;13.552;9.6;;1,1,2,1,33.88,8,13552,284592,0,853472222222222,1,271.04,13552,9.6
2;3;1;1;96.16;4;19.232;403.872;20:03;3;384.64;19.232;8.4;;2,3,1,1,96.16,4,19232,403872,0,835416666666667,3,384.64,19232,8.4
2;3;1;1;47.16;5;11.79;247.59;14:35;3;235.8;11.79;6;;2,3,1,1,47.16,5,11.79,247.59,0,607638888888889,3,235.8,11.79,6
2;3;2;1;52.89;4;10.578;222.138;16:32;1;211.56;10.578;6.7;;2,3,2,1,52.89,4,10578,222138,0,688888888888889,1,211.56,10578,6.7
1;1;1;2;47.68;2;4.768;100.128;10:10;3;95.36;4.768;4.1;;1,1,1,2,47.68,2,4768,100128,0,423611111111111,3,95.36,4768,4.1
3;2;1;1;10.17;1;0.5085;106.785;14:15;2;10.17;0.5085;5.9;;3,2,1,1,10.17,1,0.5085,106785,0,59375,2,10.17,0.5085,5.9
1;1;2;2;68.71;3;103.065;2.164.365;10:05;2;206.13;103.065;8.7;;1,1,2,2,68.71,3,103065,2164365,0,420138888888889,2,206.13,103065,8.7
2;3;1;2;60.08;7;21.028;441.588;11:36;3;420.56;21.028;4.5;;2,3,1,2,60.08,7,21028,441588,0,483333333333333,3,420.56,21028,4.5
1;1;1;2;22.01;4;4.402;92.442;18:15;3;88.04;4.402;6.6;;1,1,1,2,22.01,4,4402,92442,0,760416666666667,3,88.04,4402,6.6
2;3;1;2;72.11;9;324.495;6.814.395;13:53;3;648.99;324.495;7.7;;2,3,1,2,72.11,9,324495,6814395,0,578472222222222,3,648.99,324495,7.7
1;1;1;1;41.28;3;6.192;130.032;18:37;3;123.84;6.192;8.5;;1,1,1,1,41.28,3,6192,130032,0,775694444444444,3,123.84,6192,8.5
3;2;2;1;64.95;10;32.475;681.975;18:27;2;649.5;32.475;5.2;;3,2,2,1,64.95,10,32475,681975,0,76875,2,649.5,32475,5.2
1;1;1;2;74.22;10;37.11;779.31;14:42;3;742.2;37.11;4.3;;1,1,1,2,74.22,10,37.11,779.31,0,6125,3,742.2,37.11,4.3
1;1;2;1;10.56;8;4.224;88.704;17:43;2;84.48;4.224;7.6;;1,1,2,1,10.56,8,4224,88704,0,738194444444444,2,84.48,4224,7.6
2;3;2;1;62.57;4;12.514;262.794;18:37;2;250.28;12.514;9.5;;2,3,2,1,62.57,4,12514,262794,0,775694444444444,2,250.28,12514,9.5
2;3;1;2;11.85;8;4.74;99.54;16:34;2;94.8;4.74;4.1;;2,3,1,2,11.85,8,4.74,99.54,0,690277777777778,2,94.8,4.74,4.1
1;1;1;1;91.3;1;4.565;95.865;14:42;1;91.3;4.565;9.2;;1,1,1,1,91.3,1,4565,95865,0,6125,1,91.3,4565,9.2
2;3;1;2;40.73;7;142.555;2.993.655;11:01;1;285.11;142.555;5.4;;2,3,1,2,40.73,7,142555,2993655,0,459027777777778,1,285.11,142555,5.4
1;1;2;1;52.38;1;2.619;54.999;19:44;2;52.38;2.619;5.8;;1,1,2,1,52.38,1,2619,54999,0,822222222222222,2,52.38,2619,5.8
1;1;1;1;38.54;5;9.635;202.335;13:34;1;192.7;9.635;5.6;;1,1,1,1,38.54,5,9635,202335,0,565277777777778,1,192.7,9635,5.6
2;3;2;1;44.63;6;13.389;281.169;20:08;3;267.78;13.389;5.1;;2,3,2,1,44.63,6,13389,281169,0,838888888888889,3,267.78,13389,5.1
3;2;2;1;55.87;10;27.935;586.635;15:01;2;558.7;27.935;5.8;;3,2,2,1,55.87,10,27935,586635,0,625694444444444,2,558.7,27935,5.8
3;2;1;2;29.22;6;8.766;184.086;11:40;1;175.32;8.766;5;;3,2,1,2,29.22,6,8766,184086,0,486111111111111,1,175.32,8766,5
1;1;2;1;51.94;3;7.791;163.611;15:21;2;155.82;7.791;7.9;;1,1,2,1,51.94,3,7791,163611,0,639583333333333,2,155.82,7791,7.9
2;3;2;1;60.3;1;3.015;63.315;17:38;2;60.3;3.015;6;;2,3,2,1,60.3,1,3015,63315,0,734722222222222,2,60.3,3015,6
1;1;1;2;39.47;2;3.947;82.887;16:16;3;78.94;3.947;5;;1,1,1,2,39.47,2,3947,82887,0,677777777777778,3,78.94,3947,5
3;2;1;2;14.87;2;1.487;31.227;18:15;3;29.74;1.487;8.9;;3,2,1,2,14.87,2,1487,31227,0,760416666666667,3,29.74,1487,8.9
